ENTREZID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
104156	Etv5	ets variant 5	-1.073518795	6.576573174	-7.984456891	1.61e-05	0.00067149	3.253010485
231861	Tnrc18	trinucleotide repeat containing 18	-0.452962833	8.307300151	-3.26206152	0.009099502	0.038502817	-3.355617464
72137	Wdsub1	WD repeat, SAM and U-box domain containing 1	-0.192762406	4.402198367	-1.25050975	0.240956376	0.388615866	-6.346443412
668225	Fignl2	fidgetin-like 2	-0.065963565	3.168055391	-0.306554604	0.765777549	0.851565403	-6.851518366
75202	Spaca6	sperm acrosome associated 6	0.220351684	4.168310082	1.087862819	0.304688272	0.456037107	-6.486178128
77626	Smpd4	sphingomyelin phosphodiesterase 4	0.28412348	5.358890602	2.105888	0.062821721	0.151261732	-5.279399732
14137	Fdft1	farnesyl diphosphate farnesyl transferase 1	0.194944408	5.297376804	1.329713298	0.21457274	0.357530404	-6.381560873
70556	Slc25a33	solute carrier family 25, member 33	0.214343079	4.315952573	0.948202476	0.370550488	0.520755131	-6.649374695
18033	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	-0.407267028	7.982398249	-3.140464101	0.011126783	0.044424027	-3.58033713
230726	Rhbdl2	rhomboid like 2	1.040563822	1.270920586	2.587128824	0.029442873	0.088447079	-3.756220377
231769	Sfswap	splicing factor SWAP	-0.114696772	5.865894683	-0.98923927	0.347005969	0.498193291	-6.817191221
18104	Nqo1	NAD(P)H dehydrogenase, quinone 1	-1.535800912	4.463175482	-7.591547139	3.51e-05	0.001092387	2.647662654
12181	Bop1	block of proliferation 1	-0.047374118	5.755425459	-0.300417482	0.770532841	0.854919122	-7.271826093
67041	Oxct1	3-oxoacid CoA transferase 1	0.565427825	7.043184493	3.841416684	0.003642401	0.020564664	-2.464287164
71701	Pnpt1	polyribonucleotide nucleotidyltransferase 1	-0.351984936	5.236972986	-2.840570415	0.018352836	0.062891063	-4.057432722
338362	Ust	uronyl-2-sulfotransferase	-0.846289946	4.085636993	-4.222170575	0.002118308	0.014340312	-1.648547545
113868	Acaa1a	acetyl-Coenzyme A acyltransferase 1A	-0.348553052	5.131216138	-2.482010373	0.033520024	0.097030588	-4.643234922
98685	Trmt1l	tRNA methyltransferase 1 like	0.548963319	3.098446219	2.825994185	0.018806921	0.064034536	-3.720779168
20833	Ssrp1	structure specific recognition protein 1	0.394816865	7.106851164	3.085576128	0.012188906	0.047327041	-3.714270778
231051	Kmt2c	lysine (K)-specific methyltransferase 2C	0.25836288	7.287459704	1.991124054	0.075901504	0.172325449	-5.510215332
56374	Tmem59	transmembrane protein 59	0.187745087	7.02298707	1.338468644	0.211886854	0.354487419	-6.440029498
17986	Ndp	Norrie disease (pseudoglioma) (human)	0.499019253	1.950154544	1.680679071	0.12544403	0.246163655	-5.274829452
74559	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	0.639153736	2.133330823	2.465257946	0.034476511	0.098927765	-4.111432325
12156	Bmp2	bone morphogenetic protein 2	1.105246471	2.208960816	4.102523643	0.002365108	0.015445972	-1.45180497
21872	Tjp1	tight junction protein 1	-0.139319468	7.816630932	-1.032106923	0.327512939	0.478973984	-6.75087807
735265	Mir703	microRNA 703	0.044843229	4.169986733	0.285342392	0.781489206	0.862672565	-7.055979052
20648	Snta1	syntrophin, acidic 1	-0.509872458	4.042443238	-2.799995591	0.019673102	0.066140666	-3.946126463
20564	Slit3	slit guidance ligand 3	-0.102211818	6.636058582	-0.832983048	0.425245401	0.57072409	-6.984429575
56397	Morf4l2	mortality factor 4 like 2	0.071072022	8.294369452	0.539436104	0.601965101	0.724436113	-7.118965823
723960	Mir24-2	microRNA 24-2	2.142201	0.081046062	4.624185612	0.001073384	0.009108421	-0.457666936
215418	Csrnp1	cysteine-serine-rich nuclear protein 1	0.428327086	9.735739468	3.163372048	0.010712068	0.043283114	-3.430630598
72008	Zfyve19	zinc finger, FYVE domain containing 19	-0.295598151	3.237815431	-1.467197882	0.174544134	0.310075259	-5.856385849
103284	Zc3h10	zinc finger CCCH type containing 10	0.765867018	4.167128561	4.497547703	0.001295702	0.010309188	-1.172397577
104418	Dgkz	diacylglycerol kinase zeta	0.808880732	7.251888604	6.780227606	6.15e-05	0.001528194	1.838363312
233912	Armc5	armadillo repeat containing 5	0.162160777	4.872024549	0.885125949	0.399104508	0.54739859	-6.800012081
100043468	Zfp955b	zinc finger protein 955B	0.191232898	0.851348636	0.598684649	0.563346882	0.692630169	-6.174333497
234076	Tmco3	transmembrane and coiled-coil domains 3	-0.229355928	5.037773098	-1.753421387	0.111575759	0.226683989	-5.775672927
270624	Spin4	spindlin family, member 4	0.147222187	2.143205384	0.507079886	0.623766579	0.743420564	-6.524781437
218214	Kdm1b	lysine (K)-specific demethylase 1B	-0.1345578	4.452594663	-0.905175738	0.387692208	0.536950546	-6.718155757
72844	Kctd17	potassium channel tetramerisation domain containing 17	-0.448935577	5.280610645	-3.491814623	0.006245589	0.030004399	-2.964557227
100048926	Gm12945	predicted gene 12945	0.133115133	-0.593019244	0.290953113	0.777322953	0.859306234	-6.013331623
55936	Ctps2	cytidine 5'-triphosphate synthase 2	0.367813164	4.939490512	2.435621149	0.036235277	0.102445399	-4.692422993
16562	Kif1c	kinesin family member 1C	-0.113226351	7.687903376	-0.700028945	0.501338567	0.639376119	-7.049742592
382245	Tmem29	transmembrane protein 29	0.148746924	0.791011412	0.456388064	0.658338777	0.771626081	-6.239029834
14109	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	0.223501963	8.352064598	1.432349738	0.184407894	0.321747693	-6.251390578
100503379	NA	NA	-0.503384265	1.153635204	-1.742794516	0.113485687	0.22933334	-5.017355313
67778	Zfp639	zinc finger protein 639	-0.221092548	3.819486369	-1.384725164	0.197707043	0.33793294	-6.07892957
93707	Pcdhgc4	protocadherin gamma subfamily C, 4	-0.502634275	0.980165822	-1.627101676	0.13629097	0.259921719	-5.140823409
78177	Ninl	ninein-like	0.70473819	4.149250267	4.348586989	0.001621582	0.012051645	-1.404290008
73747	Shld1	shieldin complex subunit 1	0.097337336	1.159436221	0.292463921	0.776202366	0.858593558	-6.389014883
54394	Crlf3	cytokine receptor-like factor 3	-0.44000654	3.822586663	-2.526231587	0.031119823	0.091906594	-4.363095383
23994	Dazap2	DAZ associated protein 2	-0.044344991	7.593853147	-0.318426481	0.757032361	0.84607775	-7.262871134
22340	Vegfb	vascular endothelial growth factor B	-0.425001667	3.953998955	-2.71391617	0.022700213	0.073460128	-4.074811753
21761	Morf4l1	mortality factor 4 like 1	-0.245699591	7.764425408	-2.054818301	0.068352007	0.160280181	-5.388332676
85030	Tnfrsf25	tumor necrosis factor receptor superfamily, member 25	1.074952572	0.475505649	3.159428454	0.010782312	0.043479383	-2.684930175
170658	Ndufs5-ps	NADH:ubiquinone oxidoreductase core subunit S5, pseudogene	-0.701000326	3.54856337	-3.667265075	0.004703165	0.024696779	-2.40667266
14020	Evi5	ecotropic viral integration site 5	0.022965665	5.888594695	0.165458138	0.87204178	0.921996851	-7.316006086
13844	Ephb2	Eph receptor B2	-1.294503478	4.293179677	-6.304920083	0.000141427	0.002539874	1.191594322
102132	E230013L22Rik	RIKEN cDNA E230013L22 gene	-0.935282953	4.27371457	-4.715443403	0.001051096	0.009040803	-0.937385247
67466	Pdcl	phosducin-like	0.133466536	4.902548876	0.935108128	0.372830059	0.523091978	-6.75999715
16450	Jag2	jagged 2	-0.151488223	8.136361034	-1.07628513	0.308301105	0.459538351	-6.685743982
27402	Pdhx	pyruvate dehydrogenase complex, component X	-0.26322366	4.048280167	-1.691091505	0.123211066	0.243121774	-5.707681543
100504360	D730003I15Rik	RIKEN cDNA D730003I15 gene	-0.034816585	0.056574762	-0.090783035	0.929545384	0.958021174	-6.184459937
100042335	Rps15a-ps5	ribosomal protein S15A, pseudogene 5	0.062696276	2.34054314	0.241506021	0.814281627	0.884822516	-6.677855693
22153	Tubb4a	tubulin, beta 4A class IVA	0.870182194	1.849513317	3.22578906	0.009660924	0.040125501	-2.803847579
73172	Exo5	exonuclease 5	0.264708934	1.32220494	0.952097469	0.364579149	0.515424709	-6.004669255
243547	Grip2	glutamate receptor interacting protein 2	1.843766378	0.65830841	5.029214176	0.000597084	0.006276946	0.081485147
50722	Dkkl1	dickkopf-like 1	-0.426503314	-0.539629803	-0.99790468	0.342997565	0.494405658	-5.572892869
14313	Fst	follistatin	-0.056853416	9.101645466	-0.335926988	0.744345811	0.836432816	-7.160119388
100040543	Gm2830	predicted gene 2830	-0.495553942	5.885605031	-4.165047594	0.002147121	0.0144878	-1.910664601
21858	Timp2	tissue inhibitor of metalloproteinase 2	-0.532210463	8.732407327	-4.204165702	0.002021629	0.013887752	-1.773140677
78232	Trappc6b	trafficking protein particle complex 6B	-0.195025436	4.587558264	-1.27511402	0.232488071	0.378767393	-6.347622719
56078	Car5b	carbonic anhydrase 5b, mitochondrial	-1.035927308	2.240991095	-4.249832446	0.001884881	0.013251093	-1.232181091
68161	A930005H10Rik	RIKEN cDNA A930005H10 gene	-0.542355872	1.434873202	-1.804391127	0.102818775	0.213554967	-4.989121268
100503578	NA	NA	0.890029171	4.076633764	5.474234137	0.000322085	0.004176686	0.296968868
227615	Tmem203	transmembrane protein 203	-0.505038944	1.827392247	-1.919578762	0.085321132	0.187006819	-4.904460374
226182	Taf5	TATA-box binding protein associated factor 5	0.143365826	4.146266236	0.820016555	0.43224528	0.576739958	-6.739391163
18578	Pde4b	phosphodiesterase 4B, cAMP specific	-0.604198197	10.37762454	-3.766509096	0.004012381	0.022036035	-2.383716788
210293	Dock10	dedicator of cytokinesis 10	1.165919299	1.657433259	3.618438682	0.005135895	0.02628297	-2.132871963
66148	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	-0.353482726	3.704252613	-1.953825421	0.080682536	0.180010982	-5.256312007
17096	Lyn	LYN proto-oncogene, Src family tyrosine kinase	0.043586881	3.003341633	0.201348442	0.84466015	0.904806863	-6.842961159
237625	Pla2g3	phospholipase A2, group III	-0.016699287	-0.412984001	-0.039540576	0.969275748	0.982481696	-6.092234026
22402	Ccn4	cellular communication network factor 4	-0.390363074	3.244144091	-1.372874853	0.206725586	0.34851891	-5.976298228
68776	Taf11	TATA-box binding protein associated factor 11	0.177077745	5.981298874	1.370225147	0.202039731	0.343063463	-6.393507478
70314	Rabep2	rabaptin, RAB GTPase binding effector protein 2	0.42422253	3.731388516	2.127393026	0.060789928	0.147682382	-4.990515384
18293	Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	-0.404780918	8.181482274	-3.170002212	0.01059503	0.042942451	-3.518689839
218772	Rarb	retinoic acid receptor, beta	-0.625105691	1.619079861	-2.404231774	0.038194758	0.106575917	-4.107140426
664849	Gm7367	1110014K08Rik pseudogene	0.389539233	0.361109434	0.957389726	0.362036245	0.512935028	-5.786829895
74125	Armc8	armadillo repeat containing 8	-0.323534246	5.114706317	-2.185767595	0.055023823	0.137438993	-5.123120021
11489	Adam12	a disintegrin and metallopeptidase domain 12 (meltrin alpha)	-0.966958339	4.9035162	-3.895951056	0.005975618	0.029035596	-2.649622105
268294	Zbtb24	zinc finger and BTB domain containing 24	0.276034856	2.720608439	1.332287738	0.213757296	0.35658334	-5.910324558
243983	Zdhhc13	zinc finger, DHHC domain containing 13	0.38702014	4.242850411	2.358144336	0.041262353	0.112302383	-4.710912268
52398	Septin11	septin 11	-0.107924283	6.381725222	-0.79155734	0.447879291	0.591800953	-7.017930175
69713	Pin4	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	-0.04841582	3.115770582	-0.220727949	0.82996989	0.895566738	-6.864279535
353310	Zfp703	zinc finger protein 703	0.401083256	7.67627744	2.97211767	0.014726274	0.053946374	-3.881071111
14700	Gng10	guanine nucleotide binding protein (G protein), gamma 10	-0.107009652	4.761268325	-0.758733107	0.466369747	0.608489835	-6.892019942
78689	Naa35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	0.274179622	4.975434862	2.067067349	0.066984628	0.157894681	-5.291158664
69008	Cab39l	calcium binding protein 39-like	-0.214279005	4.717567909	-1.530642296	0.158362556	0.289359003	-6.042124153
69534	Avpi1	arginine vasopressin-induced 1	0.394501683	3.004587427	1.986585497	0.076468614	0.17309779	-5.060795834
99526	Usp53	ubiquitin specific peptidase 53	-0.506789079	6.26318539	-4.107542685	0.002346774	0.015347074	-2.020310451
16939	Lor	loricrin	-0.695029163	0.846309316	-2.153559512	0.058048693	0.142656487	-4.345716452
28113	Tinf2	Terf1 (TRF1)-interacting nuclear factor 2	0.563784368	5.070985769	4.139563903	0.002233288	0.014853938	-1.870080191
219094	Khnyn	KH and NYN domain containing	0.151107421	6.06132938	1.297527225	0.224989042	0.369806041	-6.487722165
68108	Snhg17	small nucleolar RNA host gene 17	0.125198421	5.147091861	0.923571094	0.378509279	0.528696838	-6.804828589
433520	Gm14403	predicted gene 14403	0.734448627	1.252341522	1.744220151	0.116548429	0.233598593	-5.035501942
270156	Nkapd1	NKAP domain containing 1	0.185573453	4.828340516	1.316177674	0.218903075	0.362569208	-6.334195596
30050	Fbxw2	F-box and WD-40 domain protein 2	-0.214243317	5.662074784	-1.691045205	0.123220105	0.243121774	-5.938577907
73845	Ankrd42	ankyrin repeat domain 42	-0.016990452	3.36187298	-0.079823515	0.938038917	0.962798188	-6.94147846
233651	Dchs1	dachsous cadherin related 1	0.44797428	5.811952368	3.283140869	0.008788818	0.037562633	-3.363880807
69072	Ebna1bp2	EBNA1 binding protein 2	0.005436951	5.959253249	0.042473314	0.966998382	0.980862158	-7.334449542
79201	Tnfrsf23	tumor necrosis factor receptor superfamily, member 23	0.462397948	1.445911644	1.712607416	0.11907527	0.23744313	-5.120705517
71106	4933413J09Rik	RIKEN cDNA 4933413J09 gene	-0.397745266	1.561397637	-1.289336713	0.227705847	0.372424104	-5.699831095
224090	Tmem44	transmembrane protein 44	0.214432368	2.566908867	0.826194893	0.429041739	0.573685327	-6.402557058
68177	Ebpl	emopamil binding protein-like	-1.275698572	4.027159716	-7.318803373	3.31e-05	0.001043326	2.682420688
15896	Icam2	intercellular adhesion molecule 2	1.164949546	2.252720557	4.26016676	0.001855317	0.013139249	-1.211520929
17769	Mthfr	methylenetetrahydrofolate reductase	0.604019088	5.851620078	4.725575405	0.000924754	0.008305523	-1.020912004
20439	Siah2	siah E3 ubiquitin protein ligase 2	0.16742171	6.251449457	1.140263087	0.282362191	0.434470523	-6.677206681
243362	Stard13	StAR-related lipid transfer (START) domain containing 13	0.727402986	3.0389267	3.257754012	0.009164373	0.038686572	-2.984364822
67695	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic)	-0.14061891	5.064714901	-1.107263325	0.295354669	0.447184208	-6.609327495
50909	C1ra	complement component 1, r subcomponent A	-0.316962006	4.467901519	-1.900284137	0.088043662	0.191462133	-5.472027265
19264	Ptprc	protein tyrosine phosphatase, receptor type, C	-0.783028338	-0.352502105	-1.885874296	0.090129768	0.19447495	-4.527411193
107586	Ovol2	ovo like zinc finger 2	0.765416652	0.890319797	2.203216239	0.053449338	0.134911027	-4.273870462
14236	Foxn2	forkhead box N2	0.230398464	5.288904878	1.396612422	0.195258335	0.334857836	-6.296078816
104732	Tedc1	tubulin epsilon and delta complex 1	1.244451521	2.533884476	5.485486921	0.000317212	0.004128338	0.543363866
100038359	NA	NA	0.193330694	-0.317483547	0.47790539	0.643493979	0.759647873	-5.992848019
14874	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	-0.005312286	4.654439908	-0.03456275	0.973141849	0.984671642	-7.181861589
100041621	Gm3435	predicted gene 3435	0.620363337	0.049861128	1.55210789	0.153194025	0.282779046	-5.051713298
19944	Rpl29	ribosomal protein L29	0.460242201	1.508438621	1.514977957	0.162230515	0.294234651	-5.403082815
94242	Tinagl1	tubulointerstitial nephritis antigen-like 1	-1.322706279	8.263159784	-10.67481033	1.31e-06	0.000157347	5.921229386
66926	Trmt6	tRNA methyltransferase 6	0.380670901	4.194075081	2.55009182	0.02989655	0.089225993	-4.387370191
545056	Gm5801	ubiquitin-conjugating enzyme E2, J2 homolog pseudogene	-0.058762557	1.803928485	-0.233604577	0.820235068	0.888839458	-6.555288308
70971	4931429P17Rik	RIKEN cDNA 4931429P17 gene	0.877691266	-1.333887774	1.721781295	0.117350592	0.234687191	-4.603618446
27055	Fkbp9	FK506 binding protein 9	-0.393183916	7.773880866	-3.31380001	0.008356377	0.036349485	-3.299465326
333883	Cd59b	CD59b antigen	-1.138827471	0.11039962	-3.018020311	0.01364028	0.051174985	-2.862208323
58172	Sertad2	SERTA domain containing 2	-0.480175606	8.03396742	-3.878957802	0.003356401	0.019439383	-2.343104264
19981	Rpl37a	ribosomal protein L37a	0.328352279	7.908074256	0.867371285	0.420852929	0.567043533	-6.886779812
67427	Rps20	ribosomal protein S20	0.056255052	8.762931049	0.364285634	0.723620047	0.820940743	-7.172644235
13194	Ddb1	damage specific DNA binding protein 1	-0.025692292	8.701120304	-0.199536472	0.846037659	0.90559558	-7.227522923
66660	Sltm	SAFB-like, transcription modulator	-0.118551892	6.927242493	-1.029508594	0.328670507	0.479985979	-6.793905921
14790	Grcc10	gene rich cluster, C10 gene	-0.199717015	5.7263482	-1.588971151	0.14466543	0.271551067	-6.08764011
100861945	NA	NA	0.458962698	1.614379909	1.476128398	0.172182624	0.306998751	-5.47714098
21933	Tnfrsf10b	tumor necrosis factor receptor superfamily, member 10b	-0.376634735	5.331675554	-2.608932402	0.027080922	0.083267777	-4.457328696
68472	Tmem126b	transmembrane protein 126B	-0.435435521	1.812849318	-1.752645401	0.111714221	0.226902807	-5.145828572
66192	Lage3	L antigen family, member 3	-0.15833742	3.931889554	-0.921151686	0.379708083	0.529694201	-6.611593463
100503956	NA	NA	-0.806220099	4.458599089	-4.413989236	0.001535021	0.011611611	-1.381019942
20911	Stxbp2	syntaxin binding protein 2	-0.110177142	5.855003804	-0.867909924	0.406776012	0.554024552	-6.93007829
12753	Clock	circadian locomotor output cycles kaput	-0.692753858	6.873122545	-5.953166132	0.000170979	0.002782123	0.742998485
237711	Eml6	echinoderm microtubule associated protein like 6	0.796467485	2.258515101	2.818720454	0.019221848	0.06494123	-3.561083984
223601	Cyrib	CYFIP related Rac1 interactor B	-1.633366083	6.169175342	-12.14224253	4.13e-07	8.77e-05	7.08961976
107587	Osr2	odd-skipped related 2	1.498294439	-1.260630923	2.9118682	0.016286896	0.057955812	-2.888866663
329152	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	-1.170223942	2.425164093	-5.362390665	0.000375137	0.004580671	0.382113905
66514	Asrgl1	asparaginase like 1	0.458804844	2.411893707	2.136562494	0.059709021	0.14568508	-4.697910202
208836	Fanci	Fanconi anemia, complementation group I	0.305485005	2.681638485	1.446557662	0.180109777	0.316513383	-5.757421547
192986	Cyb5d2	cytochrome b5 domain containing 2	-0.214909601	0.777590625	-0.610763162	0.555647198	0.685792372	-6.150871319
213054	Gabpb2	GA repeat binding protein, beta 2	-0.056426173	5.79047683	-0.48050532	0.641711277	0.758605853	-7.198720742
12366	Casp2	caspase 2	-0.409821408	4.107355865	-2.659370805	0.024879399	0.078419823	-4.192375712
235036	Ppan	peter pan homolog	0.117671388	6.043312234	1.000429858	0.341835979	0.493268295	-6.816220425
234378	Klhl26	kelch-like 26	-0.595327783	4.774125688	-3.555521482	0.005715408	0.02822117	-2.800649508
16974	Lrp6	low density lipoprotein receptor-related protein 6	0.151090122	7.068152245	1.284149317	0.229440535	0.374690569	-6.504968236
14163	Fgd1	FYVE, RhoGEF and PH domain containing 1	0.201209822	4.049522941	1.116186723	0.291704925	0.443269865	-6.435867505
20855	Stc1	stanniocalcin 1	0.679422527	3.146470713	3.238313321	0.009463142	0.039565912	-3.039150175
26562	Ncdn	neurochondrin	0.062374247	5.258866458	0.476993195	0.644120014	0.75993582	-7.145239574
72308	Brf1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	0.059748037	5.581749338	0.494207272	0.632356099	0.750991161	-7.173229975
12021	Bard1	BRCA1 associated RING domain 1	0.890124048	2.153881731	3.814601323	0.003716723	0.020840506	-1.902843074
21871	Atp6v0a2	ATPase, H+ transporting, lysosomal V0 subunit A2	-0.348365712	5.362522545	-2.6067627	0.027179882	0.08348313	-4.464685862
228071	Sestd1	SEC14 and spectrin domains 1	-0.036457422	5.349139235	-0.282509311	0.783595704	0.863656121	-7.23669053
230082	Nol6	nucleolar protein family 6 (RNA-associated)	0.345652853	5.742636382	2.784461304	0.020164146	0.06719675	-4.202189338
75761	Apol7a	apolipoprotein L 7a	-1.994402894	-1.42101743	-3.387739377	0.007401696	0.0334762	-2.183227499
73368	Col20a1	collagen, type XX, alpha 1	-0.195950001	1.043735841	-0.518493951	0.61608298	0.736513347	-6.265555942
66629	Golph3	golgi phosphoprotein 3	-0.307382857	8.118203837	-2.259022299	0.048701555	0.125906982	-5.04291189
80517	Herpud2	HERPUD family member 2	0.033433238	5.97800417	0.289283986	0.778561595	0.860280164	-7.290564663
18975	Polg	polymerase (DNA directed), gamma	0.005186387	6.254722461	0.044975872	0.96505531	0.979717472	-7.347670101
100504230	NA	NA	0.717274074	1.377342513	2.135565748	0.059879674	0.145937746	-4.476003808
19247	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	-0.200316161	7.960905121	-1.671061705	0.127177871	0.248316858	-5.951578582
77604	Rbm12b2	RNA binding motif protein 12 B2	0.527328239	2.751665333	2.661450981	0.02479256	0.078263336	-3.922305096
18607	Pdpk1	3-phosphoinositide dependent protein kinase 1	-0.195943156	5.945686645	-1.699809019	0.121519908	0.240589415	-5.947046915
20191	Ryr2	ryanodine receptor 2, cardiac	1.356951695	0.404335417	3.367091731	0.007656335	0.034264772	-2.34455403
15547	Trmt2a	TRM2 tRNA methyltransferase 2A	0.124719742	4.685930022	0.880596122	0.400207177	0.548343846	-6.777437172
69900	Mfsd11	major facilitator superfamily domain containing 11	0.022303831	4.04543228	0.139193735	0.892195578	0.934542331	-7.067442704
67201	Glod4	glyoxalase domain containing 4	-0.034860056	5.711260444	-0.260181631	0.800260476	0.875409993	-7.280692937
22156	Tuft1	tuftelin 1	1.346574833	3.4108136	5.943539429	0.000184681	0.002916297	0.997994754
108737	Oxsr1	oxidative-stress responsive 1	0.05289597	5.76076998	0.420428383	0.683498271	0.790522522	-7.225321426
73750	Whrn	whirlin	0.004093335	3.728949908	0.019757288	0.984652012	0.99089963	-7.01879671
11950	Atp5pb	ATP synthase peripheral stalk-membrane subunit b	-0.434358247	7.006914669	-3.761973331	0.004041512	0.022179139	-2.583073658
27973	Vkorc1	vitamin K epoxide reductase complex, subunit 1	-0.009373881	5.092045995	-0.066085947	0.948675665	0.969361832	-7.24446312
12807	Hps3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	-0.102315232	4.033410616	-0.672935668	0.516978925	0.653891581	-6.833374417
100042959	Gm4130	heterogeneous nuclear ribonucleoprotein K pseudogene	-0.110469912	3.727868556	-0.66951845	0.519061544	0.655205113	-6.778857914
12457	Noct	nocturnin	0.106027738	8.24485202	0.817455473	0.433637005	0.578276161	-6.924644756
330902	Gm16853	predicted gene, 16853	0.725872395	0.799602168	2.070027626	0.066658109	0.157382052	-4.460456127
67832	Brix1	BRX1, biogenesis of ribosomes	0.277714432	5.795206354	2.096872895	0.063765765	0.152904351	-5.335700855
74551	Pck2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	-0.426020755	4.981319824	-2.862995011	0.017675856	0.061340617	-3.986117455
101489	Ric8a	RIC8 guanine nucleotide exchange factor A	-0.142143389	5.049991706	-1.061321268	0.314709381	0.4659623	-6.65604095
107094	Rrp12	ribosomal RNA processing 12 homolog	-0.519434588	6.390373087	-3.180191078	0.011384042	0.045126581	-3.617115979
217218	Atxn7l3	ataxin 7-like 3	0.681744407	7.085087265	5.090063517	0.000547843	0.005917515	-0.483139881
100503793	NA	NA	0.542285076	0.772070041	1.572082626	0.148518957	0.276447525	-5.168892261
66588	Cmpk1	cytidine monophosphate (UMP-CMP) kinase 1	-0.295072558	5.108653972	-2.211266184	0.052737742	0.133420479	-5.081711358
240832	Tor1aip2	torsin A interacting protein 2	-0.51805043	8.107238828	-4.061902211	0.002519174	0.016174039	-2.040168175
231326	Aasdh	aminoadipate-semialdehyde dehydrogenase	-0.300795026	2.563157656	-1.448128336	0.179680915	0.316217473	-5.72984408
71707	Ubiad1	UbiA prenyltransferase domain containing 1	0.298251774	3.518199276	1.462107336	0.176084328	0.312061039	-5.919369298
72565	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats	0.461501681	6.10990057	2.623234218	0.029529138	0.088513821	-4.547091782
55988	Snx12	sorting nexin 12	-0.410935009	5.510371681	-3.357611118	0.007776282	0.034629767	-3.215203233
224824	Pex6	peroxisomal biogenesis factor 6	0.3438383	5.268847789	2.526116306	0.031125853	0.091906594	-4.58630118
50795	Sh3bgr	SH3-binding domain glutamic acid-rich protein	-1.497876938	3.396645046	-5.271308541	0.000732885	0.007147117	-0.301866747
240261	Ccdc112	coiled-coil domain containing 112	1.05799765	2.545201948	4.759954574	0.000879477	0.008064477	-0.50121353
72723	Zfp74	zinc finger protein 74	0.269692903	2.163818735	0.797242467	0.446826541	0.590626431	-6.330245823
56195	Ptbp2	polypyrimidine tract binding protein 2	0.093226149	6.889751515	0.742563882	0.475657224	0.617093097	-7.052725445
29873	Cspg5	chondroitin sulfate proteoglycan 5	-0.821382166	1.687322425	-3.137698714	0.011177951	0.044529772	-2.92280383
69903	Rasip1	Ras interacting protein 1	0.892893081	4.016515856	3.602086482	0.006860023	0.031836243	-2.76615745
208943	Myo5c	myosin VC	-1.942621966	1.270138374	-5.450357298	0.000335656	0.00427367	0.612872057
66957	Serpinb11	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11	7.305862261	1.991721358	16.02067608	3.3e-08	2.17e-05	7.251726473
14148	Fdx1	ferredoxin 1	0.233926499	4.204328142	1.585813649	0.14537906	0.272394647	-5.881773408
433693	Akirin2	akirin 2	0.060427849	4.918065744	0.390685182	0.704623889	0.806681731	-7.139058138
227333	Dgkd	diacylglycerol kinase, delta	-0.031345762	5.99464675	-0.264190042	0.797260619	0.873319863	-7.299370012
101568	Vrk3	vaccinia related kinase 3	0.130594162	4.33481332	0.908026528	0.386258825	0.535736462	-6.69506615
13850	Ephx2	epoxide hydrolase 2, cytoplasmic	0.031366529	0.186991255	0.080644666	0.937393533	0.96246716	-6.212916988
320506	Lmbrd2	LMBR1 domain containing 2	-0.229472306	4.705290902	-1.692995536	0.12283988	0.242657989	-5.814682777
68133	Gcsh	glycine cleavage system protein H (aminomethyl carrier)	0.000947256	4.088650947	0.005413304	0.995792507	0.997105124	-7.085961176
69234	Zfp688	zinc finger protein 688	0.54788897	-0.238990387	1.047821592	0.321074884	0.472286364	-5.578588341
14933	Gk	glycerol kinase	-0.456806211	4.512763451	-2.978342107	0.014573986	0.053523243	-3.723370335
546886	Cfap73	cilia and flagella associated protein 73	0.401934811	0.362910788	1.139577966	0.282305164	0.43442909	-5.605530962
268932	Caskin1	CASK interacting protein 1	-0.334290992	3.373511227	-1.874879356	0.091752471	0.197121676	-5.310894367
66213	Med7	mediator complex subunit 7	-0.447230058	4.690862924	-2.985105412	0.014410335	0.053192933	-3.738952245
319263	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	-0.282878652	5.93837444	-1.97196784	0.078497348	0.176401841	-5.541750385
100861803	NA	NA	0.357664578	2.324780697	1.637908749	0.13399777	0.257231169	-5.419514598
