ENTREZID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
70208	Med23	mediator complex subunit 23	-0.288496296	4.43422432	-1.816147305	0.092013284	0.171988466	-5.621049598
104479	Ccdc117	coiled-coil domain containing 117	-0.30328075	4.907981672	-2.435579965	0.029216858	0.07141619	-4.648256082
226090	Ermp1	endoplasmic reticulum metallopeptidase 1	0.215751426	4.839905868	1.56479479	0.140501037	0.238659988	-6.061470551
13823	Epb41l3	erythrocyte membrane protein band 4.1 like 3	-0.102728044	4.208087378	-0.600839969	0.558379104	0.667823668	-6.961454253
67236	Cinp	cyclin-dependent kinase 2 interacting protein	0.300444173	3.991871893	2.037650636	0.061442811	0.126291252	-5.173877987
83396	Glis2	GLIS family zinc finger 2	0.64790687	4.936860444	4.77993256	0.000314017	0.002377792	-0.124590489
67489	Ap4b1	adaptor-related protein complex AP-4, beta 1	0.398607504	3.800151813	2.638771041	0.01977305	0.052918366	-4.070008004
77128	Crebrf	CREB3 regulatory factor	-0.935612439	5.427503571	-6.85374808	1.03e-05	0.000212685	3.362379654
67273	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10	0.381536632	5.601316071	3.300551141	0.005412517	0.020043692	-3.088368178
54391	Rfk	riboflavin kinase	0.433153562	5.034918883	3.427778888	0.004214166	0.016565913	-2.770992809
20196	S100a13	S100 calcium binding protein A13	-0.165948877	4.656552972	-1.282706808	0.220937996	0.334590879	-6.405580178
244853	Nxpe4	neurexophilin and PC-esterase domain family, member 4	0.021942322	1.556669966	0.078053205	0.938917769	0.959339315	-6.547274987
19366	Rad54l	RAD54 like (S. cerevisiae)	1.133430482	1.333114802	3.973936082	0.001449557	0.007386804	-1.036967402
17537	Meis3	Meis homeobox 3	-0.237722281	3.900194495	-1.61552016	0.129055382	0.222819607	-5.817090797
66354	Snw1	SNW domain containing 1	0.070769221	5.720233609	0.628355393	0.540137833	0.652664631	-7.170545181
29815	Bcar3	breast cancer anti-estrogen resistance 3	0.803589266	4.662805242	5.602323771	7.15e-05	0.000821309	1.435694848
235386	Hykk	hydroxylysine kinase 1	-0.47757067	2.15247101	-2.153267674	0.049684698	0.106722669	-4.587016487
21802	Tgfa	transforming growth factor alpha	0.700225879	5.970790302	4.400519947	0.001349496	0.006982239	-1.507771313
72978	Cnih3	cornichon family AMPA receptor auxiliary protein 3	3.671824187	-0.301316734	5.636902823	0.000236718	0.001947982	0.837593519
106059	A430088P11Rik	RIKEN cDNA A430088P11 gene	0.755588646	-0.634604349	1.757197341	0.101266916	0.18523385	-4.649610277
319508	Syt15	synaptotagmin XV	-0.912276912	0.063938384	-2.325279359	0.036018336	0.083948108	-3.872551589
80748	BC004004	cDNA sequence BC004004	-0.263965201	5.234040735	-2.064731848	0.058478297	0.121646862	-5.34574563
73473	Iws1	IWS1, SUPT6 interacting protein	-0.019809586	5.667294688	-0.177595836	0.861647502	0.906503011	-7.358538824
11727	Ang	angiogenin, ribonuclease, RNase A family, 5	-0.194860177	1.174915291	-0.66938543	0.514407541	0.630324735	-6.22892149
233067	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	-1.190372866	1.185284963	-3.834936215	0.001898788	0.009080299	-1.283593962
68365	Rab14	RAB14, member RAS oncogene family	-0.022531191	6.91218838	-0.209301969	0.837302346	0.888068808	-7.381196171
232536	Mrps35	mitochondrial ribosomal protein S35	-0.025948229	3.729459921	-0.166217219	0.870421644	0.912418492	-7.037724384
70451	Dhrs13	dehydrogenase/reductase (SDR family) member 13	-0.159816178	2.868724187	-0.798611669	0.438183642	0.560298453	-6.529435158
432940	Otulin	OTU deubiquitinase with linear linkage specificity	0.012874262	3.482384037	0.073808522	0.942232885	0.961580023	-6.995316567
68153	Gtf2e2	general transcription factor II E, polypeptide 2 (beta subunit)	0.283854154	4.456019995	2.022286625	0.063185567	0.129091827	-5.2881041
66271	Tmem126a	transmembrane protein 126A	0.139213716	3.647078601	0.830001575	0.420810242	0.542582468	-6.675491098
75541	Nat8f4	N-acetyltransferase 8 (GCN5-related) family member 4	-0.971636486	1.142034281	-3.281492828	0.005619357	0.020599953	-2.325202427
72149	Strada	STE20-related kinase adaptor alpha	0.00735326	3.614025368	0.045691765	0.964217315	0.976056106	-7.026087317
30963	Hacd1	3-hydroxyacyl-CoA dehydratase 1	-0.136255084	6.26996656	-1.170206546	0.261933972	0.38004758	-6.705915394
229445	Ctso	cathepsin O	-0.471136877	4.850813619	-2.202018057	0.060047506	0.12412851	-5.155056002
226151	Slf2	SMC5-SMC6 complex localization factor 2	-0.258393163	5.26358789	-2.040334788	0.06114292	0.125842828	-5.390686951
16798	Lats1	large tumor suppressor	0.216530291	7.187581701	1.891642204	0.079936447	0.154545977	-5.699038645
72454	Ccdc71	coiled-coil domain containing 71	-0.196279206	3.029282173	-1.077729336	0.299823218	0.421147721	-6.30504795
226412	R3hdm1	R3H domain containing 1	-0.114001101	5.95421866	-1.049770283	0.31204606	0.433304708	-6.82710412
105348	Golm1	golgi membrane protein 1	0.301122352	3.638224913	1.867099328	0.083499775	0.159350459	-5.377591479
66521	Rwdd1	RWD domain containing 1	-0.011194717	4.456377744	-0.077580421	0.939286959	0.959627076	-7.195575888
14747	Cmklr1	chemokine-like receptor 1	-1.651821807	5.065693308	-6.422306309	0.000593503	0.003770725	-0.06066403
100862074	NA	NA	-0.729098859	-0.928382211	-1.530039092	0.148835605	0.249354124	-4.917811564
28015	Polr2m	polymerase (RNA) II (DNA directed) polypeptide M	-0.046545538	7.05191405	-0.432252029	0.672305154	0.761151801	-7.302614248
69596	Ap5s1	adaptor-related protein 5 complex, sigma 1 subunit	-0.184372864	0.974533193	-0.545354562	0.594317941	0.698904893	-6.258274793
269016	Sh3rf2	SH3 domain containing ring finger 2	-2.871383857	2.602487686	-8.262601207	2.22e-05	0.000355375	3.292376334
22346	Vhl	von Hippel-Lindau tumor suppressor	0.85634079	3.592627905	5.138562104	0.000162902	0.001460867	0.766995451
18126	Nos2	nitric oxide synthase 2, inducible	-1.351046899	-0.85276994	-2.803367924	0.01436084	0.041494345	-2.922960335
56349	Net1	neuroepithelial cell transforming gene 1	-0.020040122	6.706128638	-0.177972818	0.861357126	0.906264725	-7.389928577
14792	Lpcat3	lysophosphatidylcholine acyltransferase 3	0.235915162	5.582097639	2.077956513	0.057079101	0.119328193	-5.360504445
70834	Spag9	sperm associated antigen 9	0.063619963	7.992970096	0.524824828	0.608119682	0.709314637	-7.216028666
11957	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	0.277219812	6.403928664	2.407191621	0.030839911	0.074421809	-4.823568159
67168	Lpar6	lysophosphatidic acid receptor 6	-0.055834798	5.122163177	-0.447264561	0.661695639	0.752382467	-7.204370169
232227	Iqsec1	IQ motif and Sec7 domain 1	-0.174697845	6.764387093	-1.632149694	0.12548247	0.218217676	-6.105974432
381022	Kmt2d	lysine (K)-specific methyltransferase 2D	-0.386998466	6.979579779	-3.40478339	0.004409079	0.017175069	-2.922119691
75619	Fastkd2	FAST kinase domains 2	-0.141587844	3.728123004	-0.868547798	0.400100562	0.522432275	-6.661522372
26441	Psma4	proteasome subunit alpha 4	0.204382314	6.068503966	1.882711689	0.081216854	0.156403353	-5.712520926
230809	Pdik1l	PDLIM1 interacting kinase 1 like	-0.304812027	2.206102486	-1.382425505	0.189031554	0.298076099	-5.760518126
11522	Adh1	alcohol dehydrogenase 1 (class I)	1.2477566	-1.022505325	2.643291426	0.019600863	0.052566624	-3.178308954
216438	Marchf9	membrane associated ring-CH-type finger 9	0.022757759	1.842285211	0.092639376	0.927535279	0.95209775	-6.613894545
71990	Ddx54	DEAD box helicase 54	0.525162288	6.000948079	4.589883735	0.000447528	0.003062752	-0.592512477
230596	Prpf38a	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	0.182607929	4.789807919	1.329267968	0.205538845	0.31678214	-6.368703596
56613	Rps6ka4	ribosomal protein S6 kinase, polypeptide 4	-0.265244957	4.83990774	-2.101756528	0.054638724	0.115069016	-5.223365035
18294	Ogg1	8-oxoguanine DNA-glycosylase 1	0.185581771	2.402093775	0.856679213	0.406403515	0.528862484	-6.371170304
109346	Ankrd39	ankyrin repeat domain 39	0.028999941	2.407405248	0.136092115	0.893734123	0.928554082	-6.742522203
215615	Rnpep	arginyl aminopeptidase (aminopeptidase B)	-0.367082801	5.003163939	-2.927928397	0.011257081	0.034650511	-3.742619962
72723	Zfp74	zinc finger protein 74	-1.050701341	2.48544747	-4.894651692	0.000254099	0.002056417	0.497192572
16570	Kif3c	kinesin family member 3C	-0.601787726	4.937014424	-4.717092913	0.000352875	0.002560736	-0.250686993
68201	Ccdc34	coiled-coil domain containing 34	0.508740648	3.209782032	2.947201939	0.010839887	0.0337101	-3.366589993
217143	Gpr179	G protein-coupled receptor 179	2.360413712	2.813329516	6.827457174	0.000120955	0.001190004	1.637617271
83962	Btbd1	BTB (POZ) domain containing 1	0.166865882	5.106855676	1.365951716	0.194027221	0.303257105	-6.372407982
14621	Gjb4	gap junction protein, beta 4	4.578629581	4.325427891	21.43419529	9.85e-12	2.66e-08	16.5520525
54371	Chst2	carbohydrate sulfotransferase 2	0.136553375	3.382528981	0.827545593	0.422153147	0.543671632	-6.619601921
74108	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	-0.10704948	5.286379	-0.923793874	0.371628062	0.493937354	-6.891798951
223697	Sun2	Sad1 and UNC84 domain containing 2	-0.379213618	7.479705557	-3.161369986	0.007117632	0.02457459	-3.383384646
214901	Chtf18	CTF18, chromosome transmission fidelity factor 18	1.808871775	1.371874969	5.593137427	7.27e-05	0.000827651	1.87832813
12837	Col8a1	collagen, type VIII, alpha 1	-0.147209481	0.940646232	-0.475662973	0.641833065	0.737000968	-6.2867363
12496	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2	0.436793774	3.373499518	2.589007789	0.021768117	0.056873715	-4.073405881
72961	Slc17a7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	0.376374357	2.179000531	1.700107151	0.111759666	0.199916073	-5.310513684
14871	Gstt1	glutathione S-transferase, theta 1	0.769086079	4.010563412	3.404607465	0.007754287	0.02625583	-2.997076468
11409	Acads	acyl-Coenzyme A dehydrogenase, short chain	0.038867173	4.376600669	0.28900749	0.776916152	0.843571823	-7.139136851
27280	Phlda3	pleckstrin homology like domain, family A, member 3	0.413486599	6.500644247	3.811105813	0.001989007	0.009402879	-2.123479122
78523	Mrpl9	mitochondrial ribosomal protein L9	0.545730433	4.09875474	3.386535925	0.004570175	0.017673614	-2.693004266
66965	Ctu2	cytosolic thiouridylase subunit 2	0.889768597	4.951333532	6.438669551	1.75e-05	0.000305386	2.851243001
30051	Spdef	SAM pointed domain containing ets transcription factor	0.559627004	-0.356389541	1.297119368	0.216075695	0.32930131	-5.304577481
103710	Slc35e4	solute carrier family 35, member E4	0.137900001	6.249668253	1.068144616	0.30453691	0.425723394	-6.81591398
21769	Zfand3	zinc finger, AN1-type domain 3	-0.334463057	6.78875896	-3.065875605	0.008587647	0.028339836	-3.586578967
72479	Hsdl2	hydroxysteroid dehydrogenase like 2	0.657942733	6.239466915	3.867360423	0.003988663	0.015922105	-2.564381109
252973	Grhl2	grainyhead like transcription factor 2	-0.567424977	7.077366103	-4.88402588	0.000259113	0.002068676	-0.042640568
66413	Psmd6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	0.095810262	5.940519576	0.857494391	0.405968505	0.528634711	-7.00907161
116873	Stim2	stromal interaction molecule 2	0.695304162	4.658834385	5.0188516	0.000202427	0.001732108	0.366241303
93871	Brwd1	bromodomain and WD repeat domain containing 1	0.463326996	7.191681113	3.651568135	0.002798006	0.01223276	-2.449871548
791088	Tmem147os	transmembrane protein 147, opposite strand	-0.519002189	1.343633821	-1.915261492	0.076637515	0.149656769	-4.798807486
330814	Adgrl1	adhesion G protein-coupled receptor L1	-0.161836248	5.842969343	-1.455912939	0.168018402	0.273052148	-6.334984265
68475	Ssna1	SS nuclear autoantigen 1	-0.162648998	3.785024825	-1.073661002	0.30157939	0.422902719	-6.475292968
236900	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3	0.29706126	4.700159239	2.270097236	0.039960479	0.091010089	-4.906959008
19737	Rgs5	regulator of G-protein signaling 5	-0.643205207	3.650498305	-3.001806135	0.012343938	0.037035055	-3.494386536
72201	Otud6b	OTU domain containing 6B	-0.18750299	5.547667382	-1.630274521	0.125881025	0.218669537	-6.067536697
100380944	Ino80dos	INO80 complex subunit D, opposite strand	0.044538682	0.443260735	0.132645239	0.896408469	0.930242626	-6.279472965
406218	Panx2	pannexin 2	-0.102274288	0.532295104	-0.277635745	0.785450489	0.849652008	-6.269262793
22589	Atrx	ATRX, chromatin remodeler	-0.221802497	7.789243884	-1.970432599	0.069407642	0.138922999	-5.547675641
66771	Gid4	GID complex subunit 4, VID24 homolog	-0.236667637	6.057102991	-2.19390721	0.046075071	0.101014841	-5.194628176
72519	Pip4p2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	-0.218464813	4.197480377	-1.513310918	0.15299458	0.254399216	-6.021353821
19058	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	0.112659031	6.855663317	1.000309604	0.334555452	0.456378672	-6.888779072
17540	Irag1	inositol 1,4,5-triphosphate receptor associated 1	-0.560772288	7.244746708	-4.813127763	0.000295307	0.002274438	-0.172648842
242037	Ankub1	ankrin repeat and ubiquitin domain containing 1	-3.231062344	-0.337502164	-6.46198647	1.81e-05	0.000313692	3.019896407
27418	Mkln1	muskelin 1, intracellular mediator containing kelch motifs	-0.199542039	6.252829825	-1.836032054	0.088215111	0.166478744	-5.792986995
12388	Ctnnd1	catenin (cadherin associated protein), delta 1	-0.495073898	7.834707657	-4.441999843	0.00059131	0.003760158	-0.860135405
107526	Gimap4	GTPase, IMAP family member 4	-0.338139073	0.767791663	-1.059909737	0.307571751	0.428847217	-5.801401551
50527	Ero1a	endoplasmic reticulum oxidoreductase 1 alpha	-0.5842055	6.192554525	-5.272617425	0.000128014	0.001243926	0.682852043
67035	Dnajb4	DnaJ heat shock protein family (Hsp40) member B4	-0.49843685	7.424287205	-4.03914825	0.001277776	0.006699114	-1.662202804
76184	Abca6	ATP-binding cassette, sub-family A (ABC1), member 6	0.549751425	0.123711879	1.457739708	0.167521881	0.272393458	-5.198215419
21763	Tex2	testis expressed gene 2	-0.211741125	5.25680323	-1.666587522	0.118355241	0.208740154	-5.979870941
51793	Ddah2	dimethylarginine dimethylaminohydrolase 2	-1.100518373	4.631791916	-8.532441712	7.69e-07	3.96e-05	6.102310665
27403	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	-0.673505493	3.194437711	-3.196780721	0.006930029	0.02400241	-2.915013814
140580	Elmo1	engulfment and cell motility 1	-0.985316554	4.969408597	-7.279170319	4.66e-06	0.000125942	4.20611077
195434	Utp14b	UTP14B small subunit processome component	0.535600658	4.812073944	4.138503844	0.001055103	0.005777206	-1.343090564
15382	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	0.723867429	8.486821369	6.119535147	2.96e-05	0.00043364	2.255770794
171170	Mbnl3	muscleblind like splicing factor 3	0.298572432	4.422406683	2.191238953	0.046304339	0.10131395	-4.995684543
16371	Irx1	Iroquois homeobox 1	0.609829593	6.859031457	4.321258911	0.001072395	0.005842579	-1.393948128
574428	Zmynd15	zinc finger, MYND-type containing 15	0.414047064	3.022145668	2.106607553	0.054153327	0.11429236	-4.852016459
52250	Reep1	receptor accessory protein 1	0.571406687	4.119407899	3.295994558	0.005720197	0.020888656	-2.90229323
108075	Ltbp4	latent transforming growth factor beta binding protein 4	-0.307469711	7.536596276	-2.584361438	0.021964032	0.05723801	-4.48134838
70186	Fam162a	family with sequence similarity 162, member A	0.190470413	4.873216071	1.513350678	0.15298458	0.254399216	-6.139215056
17974	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	-0.013634631	6.576312895	-0.125184991	0.902201137	0.934544942	-7.398509552
13025	Ctla2b	cytotoxic T lymphocyte-associated protein 2 beta	1.07597284	1.2099225	3.595153967	0.003033794	0.012973487	-1.734549908
52014	Nus1	NUS1 dehydrodolichyl diphosphate synthase subunit	0.290508049	6.276943155	2.676922109	0.018364726	0.050022591	-4.324702546
56210	Rev1	REV1, DNA directed polymerase	0.41295306	4.555046945	3.075157342	0.008432441	0.027899031	-3.382758487
100505179	NA	NA	-0.084799387	0.950577223	-0.280080018	0.78361363	0.848506073	-6.365262053
69263	Rfc3	replication factor C (activator 1) 3	0.850782157	2.93808789	4.442870429	0.000590337	0.003757338	-0.420284984
79264	Krit1	KRIT1, ankyrin repeat containing	-0.216712466	5.808945313	-1.89980996	0.078781396	0.153042813	-5.674934108
16205	Gimap1	GTPase, IMAP family member 1	-1.410737366	-1.458311471	-2.662247194	0.018894519	0.051121299	-3.108645002
245886	Ankrd27	ankyrin repeat domain 27 (VPS9 domain)	-0.475331358	5.533192685	-4.213891618	0.000912969	0.00516645	-1.295080004
69162	Sec31a	Sec31 homolog A (S. cerevisiae)	0.124871056	7.430496066	1.139109882	0.27424398	0.393349284	-6.726839546
100503499	NA	NA	-0.787853028	2.988616578	-4.025526128	0.001311853	0.006833762	-1.238478306
17134	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	0.649306051	5.659156731	5.584856587	7.37e-05	0.000836636	1.286174589
269959	Adamtsl3	ADAMTS-like 3	0.61866949	3.717594122	2.780719104	0.019192336	0.051730413	-3.914993318
93757	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	0.826227441	1.212932751	2.736787898	0.016349256	0.045685818	-3.346713734
668923	Zfp442	zinc finger protein 442	-1.211066499	-0.339262346	-2.904621535	0.011782759	0.035741286	-2.801716707
21402	Skp1	S-phase kinase-associated protein 1	0.117016702	7.656693955	1.012205323	0.329037812	0.450541399	-6.851510018
68298	Ncapd2	non-SMC condensin I complex, subunit D2	0.849285288	4.654366605	5.533982902	8.86e-05	0.000957699	1.238241751
100039636	Atp6v0c-ps2	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2	0.174578578	5.867054592	1.465810429	0.165342889	0.270183776	-6.320892272
106205	Zc3h7a	zinc finger CCCH type containing 7 A	-0.126153756	6.281748703	-1.132425082	0.276946849	0.396192895	-6.748484687
72091	Snhg7	small nucleolar RNA host gene 7	0.703112367	1.059922941	2.36028597	0.033711512	0.079766011	-3.99160797
57875	Angptl4	angiopoietin-like 4	0.226345973	9.609856578	1.405184214	0.185814624	0.294386369	-6.278098
228866	Pcif1	phosphorylated CTD interacting factor 1	-0.275939069	5.508747965	-2.330880684	0.035639432	0.083215375	-4.918174643
66743	Rnf220	ring finger protein 220	0.07557365	4.079533416	0.477629859	0.640467648	0.736330189	-7.0045518
211064	Alkbh1	alkB homolog 1, histone H2A dioxygenase	1.492701772	3.880417948	9.204992668	3.15e-07	2.25e-05	7.096337334
380629	Heca	hdc homolog, cell cycle regulator	-0.15664269	6.145857627	-1.412507746	0.180181622	0.287702495	-6.405066395
28088	Rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase	0.217517834	6.329647456	1.991692412	0.066791784	0.1347642	-5.54229862
76824	Mtfr1l	mitochondrial fission regulator 1-like	0.136973693	5.287152021	1.14084224	0.273546816	0.392647788	-6.668173337
70354	Secisbp2l	SECIS binding protein 2-like	-0.321901352	7.410559697	-2.926780777	0.011282415	0.034695013	-3.839714446
18578	Pde4b	phosphodiesterase 4B, cAMP specific	-0.358352905	10.78218397	-2.338398606	0.035136813	0.082353537	-4.73736115
244667	Disc1	disrupted in schizophrenia 1	1.200127924	-1.28907363	2.352557821	0.034208381	0.080640847	-3.634898197
230726	Rhbdl2	rhomboid like 2	0.135416756	0.608847166	0.327783166	0.748752225	0.821924157	-6.269527616
72709	C1qtnf6	C1q and tumor necrosis factor related protein 6	0.137901133	5.079982212	1.115881355	0.283722724	0.403688125	-6.666227054
100502734	Gm16023	predicted gene 16023	-0.515999262	-0.949053789	-1.140046389	0.273866928	0.392975635	-5.375407699
76429	Lhpp	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	0.145466619	2.018294293	0.639671954	0.532970068	0.646757878	-6.446368731
18441	P2ry1	purinergic receptor P2Y, G-protein coupled 1	1.282004637	1.812037316	4.356139627	0.000737952	0.004426736	-0.430292892
77300	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	0.205280407	5.80151539	1.827667455	0.089524834	0.168290554	-5.785974351
12909	Crcp	calcitonin gene-related peptide-receptor component protein	-0.223151212	3.565079607	-1.391802415	0.186235423	0.294978446	-6.053244912
231014	Elapor2	endosome-lysosome associated apoptosis and autophagy regulator family member 2	-0.493496357	-0.461632894	-1.125065747	0.279945756	0.399315346	-5.479847096
73062	Ppp1r16a	protein phosphatase 1, regulatory subunit 16A	-0.111240233	4.475973382	-0.794974625	0.440225967	0.562441658	-6.873001545
53334	Gosr1	golgi SNAP receptor complex member 1	-0.464067482	4.705163966	-3.598173211	0.00301589	0.012910813	-2.390422614
216618	Cfap36	cilia and flagella associated protein 36	-0.219957955	4.788226377	-1.62950862	0.126044128	0.218845679	-5.962116248
226841	Vash2	vasohibin 2	0.201627453	4.054098557	1.267787056	0.226062918	0.340317766	-6.308881951
15505	Hsph1	heat shock 105kDa/110kDa protein 1	0.359486662	6.908124647	2.927468627	0.011267224	0.034661897	-3.850072159
104923	Adi1	acireductone dioxygenase 1	0.2951292	4.595192192	2.210858535	0.044643183	0.098729982	-4.992462775
11429	Aco2	aconitase 2, mitochondrial	0.46685907	7.492258603	4.258101265	0.00083891	0.004875715	-1.230210327
66432	Slc7a6os	solute carrier family 7, member 6 opposite strand	0.346397654	5.887705706	3.054388387	0.008783661	0.028800429	-3.589258008
268301	Sowahc	sosondowah ankyrin repeat domain family member C	-0.541230748	3.141678397	-2.875069785	0.01248414	0.037381278	-3.494522172
71986	Ddx28	DEAD box helicase 28	0.463459397	1.048420513	1.430639158	0.175014781	0.281377201	-5.42889949
381347	4930412O13Rik	RIKEN cDNA 4930412O13 gene	0.227179782	4.658184604	1.671988016	0.117270154	0.207184776	-5.875607043
18854	Pml	promyelocytic leukemia	-0.470636503	4.660437498	-3.186046742	0.006853138	0.023815128	-3.195857847
76559	Atg2b	autophagy related 2B	0.00729369	5.66074445	0.062593415	0.950997127	0.967501609	-7.372624075
22722	Zfp64	zinc finger protein 64	0.38328437	2.716046229	1.807570991	0.092742908	0.172940451	-5.268582357
100503043	Armcx4	armadillo repeat containing, X-linked 4	0.264452246	4.90692457	1.868943063	0.083400437	0.159201024	-5.614568732
17999	Nedd4	neural precursor cell expressed, developmentally down-regulated 4	0.236376251	10.76566144	1.740017993	0.104328881	0.189462087	-5.73133082
216225	Slc5a8	solute carrier family 5 (iodide transporter), member 8	1.514276847	0.469307791	4.422824428	0.000613171	0.003855964	-0.114019839
56095	Ftsj3	FtsJ RNA methyltransferase homolog 3 (E. coli)	1.133598082	6.020026942	8.920746304	4.57e-07	2.78e-05	6.540253498
666060	Frmpd1	FERM and PDZ domain containing 1	-0.728018411	4.107237453	-4.350829101	0.000739405	0.004431745	-0.85598704
214345	Lrrc1	leucine rich repeat containing 1	-0.518027933	4.608107429	-3.260818119	0.006268247	0.022366101	-3.07798563
104366	Snora64	small nucleolar RNA, H/ACA box 64	-0.181858945	1.866966983	-0.722206581	0.482351445	0.602069325	-6.355138932
56786	Tmem9b	TMEM9 domain family, member B	-0.466618933	3.141808299	-2.583919358	0.021982761	0.057276297	-4.038638177
229613	6330549D23Rik	RIKEN cDNA 6330549D23 gene	0.074718726	0.309363859	0.193375817	0.849511068	0.897060925	-6.23936631
216860	Neurl4	neuralized E3 ubiquitin protein ligase 4	-0.462349903	5.234563196	-3.331232195	0.00525927	0.019637115	-3.01306949
212168	Zswim4	zinc finger SWIM-type containing 4	0.582792807	5.280663961	4.760156405	0.000325744	0.002438696	-0.206943491
52808	Tspyl2	TSPY-like 2	-0.065341966	5.512604059	-0.541933531	0.596596	0.700654591	-7.205796691
73915	4833419F23Rik	RIKEN cDNA 4833419F23 gene	-0.496504421	1.402141079	-1.746774963	0.103114921	0.187718643	-5.070447195
333193	Proser3	proline and serine rich 3	-0.400704609	2.412728214	-1.939924535	0.073324932	0.144853527	-4.996948671
211286	Cln5	ceroid-lipofuscinosis, neuronal 5	0.028020981	3.779102386	0.174817101	0.863788501	0.90801478	-7.046531653
100036768	Gm11696	predicted gene 11696	0.158381438	0.899582927	0.530249552	0.604453869	0.707022631	-6.247465746
235431	Coro2b	coronin, actin binding protein, 2B	-0.953686414	-0.196513046	-2.462592057	0.027748523	0.068583326	-3.597870847
21339	Taf1a	TATA-box binding protein associated factor, RNA polymerase I, A	-0.173093442	4.038311439	-1.168765084	0.26249506	0.380545414	-6.424039159
239435	Aard	alanine and arginine rich domain containing protein	0.35831093	1.751999214	1.380817184	0.189514587	0.29862889	-5.654027927
68852	Lrrn4cl	LRRN4 C-terminal like	-0.387057159	3.089232304	-1.874435547	0.082784474	0.15834749	-5.251808933
64656	Mrps23	mitochondrial ribosomal protein S23	-0.119224364	3.957527659	-0.769118591	0.454919418	0.576090492	-6.792402709
74442	Sgms2	sphingomyelin synthase 2	1.395350655	5.107527738	2.764546769	0.066082113	0.133624137	-4.73745929
104174	Gldc	glycine decarboxylase	-0.074846699	1.781794531	-0.298611697	0.769731549	0.838924207	-6.557721363
100861989	NA	NA	-0.131179133	3.375723688	-0.787016602	0.444715817	0.566710078	-6.652906813
246696	Slc25a28	solute carrier family 25, member 28	0.236727328	3.873718613	1.496069237	0.157383694	0.26032441	-5.976982996
67701	Wfdc2	WAP four-disulfide core domain 2	-0.186870663	2.590942791	-0.889210844	0.389284112	0.51182653	-6.388803164
57748	Jmy	junction-mediating and regulatory protein	-0.306579856	7.914468194	-2.656386563	0.019110222	0.051582328	-4.328671008
270066	Slc35e1	solute carrier family 35, member E1	0.146837502	7.063456146	1.300907281	0.214812102	0.32786867	-6.548175927
76257	Slc38a3	solute carrier family 38, member 3	1.567144591	1.999093353	2.629459155	0.044573741	0.098637914	-4.059978249
66262	Ing5	inhibitor of growth family, member 5	-0.172676673	5.591021434	-1.489175509	0.159168063	0.262388718	-6.271267076
107831	Adgrb1	adhesion G protein-coupled receptor B1	0.424949801	1.530142461	1.565059991	0.140439005	0.238583362	-5.35690438
67739	Slc48a1	solute carrier family 48 (heme transporter), member 1	-0.142594053	4.896862689	-1.095672674	0.292168191	0.413382879	-6.660835684
100504651	NA	NA	0.45601679	0.266003897	1.188753313	0.254796733	0.371931398	-5.551902797
67458	Ergic1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	0.263684025	5.849471512	2.112685767	0.05355078	0.113205918	-5.321579012
107522	Ece2	endothelin converting enzyme 2	1.135024764	0.506286117	3.022985464	0.00934243	0.030157236	-2.695627244
76273	Ndfip2	Nedd4 family interacting protein 2	0.719039129	6.305371767	6.240971332	2.42e-05	0.000373635	2.40912286
100034726	Gm15772	ribosomal protein L26 pseudogene	0.568607257	4.164641398	3.917867782	0.00161604	0.008033204	-1.664802464
16434	Itpa	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	0.439017875	4.021225121	3.036691194	0.009094353	0.029537909	-3.359317322
66934	Dsn1	DSN1 homolog, MIS12 kinetochore complex component	1.194897509	1.206212065	3.691350967	0.002512908	0.011296143	-1.549800779
272359	Irf2bp1	interferon regulatory factor 2 binding protein 1	0.263150755	4.651378193	1.870457775	0.083003861	0.158574708	-5.56934642
210274	Shank2	SH3 and multiple ankyrin repeat domains 2	-0.166234266	2.812683518	-0.873301107	0.397594689	0.520453576	-6.453621647
