ENTREZID,SYMBOL,GENENAME,basalvirgin1,basalvirgin2,basalpregnant1,basalpregnant2,basallactate1,basallactate2
18627,Per2,period circadian clock 2,5.65843308,6.125160829,6.462594371,6.741997774,7.365852885,7.374017232
74019,Traf3ip1,TRAF3 interacting protein 1,2.370417621,2.152663701,2.583190203,2.805898417,3.117533015,3.182542535
65247,Asb1,ankyrin repeat and SOCS box-containing 1,3.333518038,3.067309643,3.07494465,2.959177667,3.460922474,3.920968347
13345,Twist2,twist basic helix-loop-helix transcription factor 2,-1.20004531,-1.079997055,0.304983485,0.182116667,0.075932111,0.622922883
208727,Hdac4,histone deacetylase 4,5.3927107,5.439167394,4.910435362,4.905575941,5.422964418,5.431046627
67273,Ndufa10,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10,5.298843777,5.241209512,5.591489526,5.752248363,5.347097092,5.266779072
66915,Cops9,COP9 signalosome subunit 9,4.273741601,4.565012829,4.664110198,5.010859017,4.853379808,4.769937912
14733,Gpc1,glypican 1,6.117909908,6.304398183,6.078491778,6.096420251,5.694395717,5.712284424
67446,Dusp28,dual specificity phosphatase 28,2.455306518,2.189036091,2.299590227,2.653422386,2.25605288,2.25032065
108657,Rnpepl1,arginyl aminopeptidase (aminopeptidase B)-like 1,5.177772543,4.972244926,4.739736175,4.710233308,5.135132724,5.498614935
23830,Capn10,calpain 10,2.846096472,2.747821969,2.266800292,2.2772739,2.754962936,2.978898458
64095,Gpr35,G protein-coupled receptor 35,1.33600759,0.934358238,-0.551652339,-0.741262051,0.075932111,0.171543536
16560,Kif1a,kinesin family member 1A,4.793629052,5.254142124,3.637637987,3.747270687,2.526967808,2.207885383
71874,2310007B03Rik,RIKEN cDNA 2310007B03 gene,2.691373877,2.787899409,1.059073257,0.590581513,-5.478656741,-3.858203807
208777,Sned1,"sushi, nidogen and EGF-like domains 1",3.605247145,4.472134053,4.638706254,4.497472108,3.966358105,4.320046059
69821,Mterf4,mitochondrial transcription termination factor 4,3.712604555,4.208361507,4.588728386,4.410585571,3.962212427,4.362577564
269224,Pask,PAS domain containing serine/threonine kinase,3.287955461,3.131015138,3.003765886,3.062535052,2.515696696,2.277932881
66385,Ppp1r7,"protein phosphatase 1, regulatory (inhibitor) subunit 7",4.616554396,4.391190405,4.480877445,4.649870406,4.890940606,5.045678039
110611,Hdlbp,high density lipoprotein (HDL) binding protein,9.764728734,9.858494586,9.752529376,9.671453784,9.813772745,9.626409329
18000,2-Sep,septin 2,7.456308042,7.442152878,7.752991892,7.819268444,7.908148818,7.745267999
227377,Farp2,"FERM, RhoGEF and pleckstrin domain protein 2",3.224876778,3.041018346,2.644035758,2.872432168,3.512865105,3.21861179
59041,Stk25,serine/threonine kinase 25 (yeast),6.30552809,6.259496683,6.322041166,6.241928143,6.315352904,6.378209085
51800,Bok,BCL2-related ovarian killer,4.818766876,4.335491216,5.162964481,5.169768275,5.082631204,4.965163433
67026,Thap4,THAP domain containing 4,4.334763351,4.072186364,4.262648648,4.187026581,4.007172568,4.117166526
66615,Atg4b,"autophagy related 4B, cysteine peptidase",5.421127443,5.323952309,5.225447445,5.278041087,5.311691756,5.244209376
21915,Dtymk,deoxythymidylate kinase,4.684552611,4.506167191,4.437339336,4.344736868,4.01119122,3.871983254
66262,Ing5,"inhibitor of growth family, member 5",5.483089675,5.47643236,5.433035534,5.268807807,5.554077788,5.560351604
98314,D2hgdh,D-2-hydroxyglutarate dehydrogenase,1.944001059,1.309569756,1.706499845,1.731673832,1.922222696,2.072533531
381334,Gal3st2,galactose-3-O-sulfotransferase 2,-0.171476158,-0.29758849,-0.90312471,-0.645046736,-0.620675746,-0.313883291
67698,Fam174a,"family with sequence similarity 174, member A",3.387319681,3.376809094,3.455640153,3.480241738,3.999101526,4.082354501
20452,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",-0.417636745,0.504965445,0.216174219,0.233646968,0.711167818,0.746658251
100504401,NA,NA,3.805354678,4.022661076,4.174059345,4.089007263,4.383980617,4.346367337
227394,Slco4c1,"solute carrier organic anion transporter family, member 4C1",-5.8439015,-2.916498323,-5.761105705,-4.014280546,-5.478656741,-5.443166308
329217,Panct2,pluripotency-associated noncoding transcript 2,-5.8439015,-5.723853245,-5.761105705,-3.277314951,-2.308731739,-2.635811386
52392,D1Ertd622e,"DNA segment, Chr 1, ERATO Doi 622, expressed",4.034149413,3.953866397,4.153279427,4.235228004,3.776371829,3.554013173
227399,Ppip5k2,diphosphoinositol pentakisphosphate kinase 2,5.186075847,5.216460352,4.830416642,4.601655559,4.604822587,4.72801049
252876,Gin1,gypsy retrotransposon integrase 1,1.211380936,1.374178838,1.55177725,1.411984209,1.598158856,2.072533531
18484,Pam,peptidylglycine alpha-amidating monooxygenase,6.72239043,6.625704442,6.652257776,6.715056956,6.568808033,6.569109037
100504494,NA,NA,2.184004497,2.400268067,2.151783631,2.148949803,1.815964008,1.736742782
320311,Rnf152,ring finger protein 152,2.418193345,2.575354773,1.477299034,1.749485108,3.407039633,3.88550862
27392,Pign,"phosphatidylinositol glycan anchor biosynthesis, class N",5.23624981,5.426528724,5.045443917,5.036475074,5.086445338,4.982049596
227446,2310035C23Rik,RIKEN cDNA 2310035C23 gene,5.118271531,5.066495252,4.743713283,4.77905181,5.055646142,5.497147289
100042023,Gm10193,predicted gene 10193,3.214090223,3.215725969,3.460481416,3.496153977,3.407039633,3.115254405
21934,Tnfrsf11a,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",4.650954085,4.508567682,5.413195839,5.645715347,6.40665832,6.470845021
635504,Gm7160,predicted gene 7160,-2.384469881,-1.816962649,-2.060665987,-2.139811428,-2.671301819,-0.799310118
227449,Zcchc2,"zinc finger, CCHC domain containing 2",6.080539892,6.007890046,6.217962166,6.038740258,5.82226775,5.77175988
98432,Phlpp1,PH domain and leucine rich repeat protein phosphatase 1,5.244224192,5.472748881,5.591489526,5.552407784,5.669184153,5.697024395
12043,Bcl2,B cell leukemia/lymphoma 2,4.975479291,5.061599223,4.351333802,4.170594797,4.085492749,4.120983182
70750,Kdsr,3-ketodihydrosphingosine reductase,4.827639567,4.920904347,4.245921562,4.266490225,4.768083858,4.416368479
20479,Vps4b,vacuolar protein sorting 4B,5.738710951,5.843627556,5.915292182,5.980544283,6.122649785,6.02188986
20724,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5",7.514062801,7.679558288,6.356212721,7.098376153,8.078447918,7.595238321
66957,Serpinb11,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11",5.28859823,5.521105148,-1.368788282,-2.429318045,-3.89369424,-5.443166308
241197,Serpinb10,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10",3.948888794,3.881626273,0.304983485,0.283400003,1.598158856,1.126689301
20725,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",1.02646322,1.24193104,1.00707862,0.128677408,-0.052391986,-0.688278806
227485,Cdh19,"cadherin 19, type 2",-0.486349495,-0.232000149,-2.301674086,-2.791888124,-3.89369424,-5.443166308
319901,Dsel,dermatan sulfate epimerase-like,4.90345233,5.066495252,5.215458418,5.136312978,5.23128864,5.159532557
22099,Tsn,translin,4.996089571,4.89544971,5.09920535,5.082873719,5.1053662,4.861755362
67949,Nifk,nucleolar protein interacting with the FHA domain of MKI67,5.63537353,5.883939397,6.018203269,5.723248491,4.812513959,4.509574939
76707,Clasp1,CLIP associating protein 1,6.428436684,6.42303359,6.181775292,6.560312982,7.304546149,7.148122271
68204,2900060B14Rik,RIKEN cDNA 2900060B14 gene,-1.451584077,-0.769656935,-0.716711586,-2.791888124,-3.156728646,-2.273241306
81879,Tfcp2l1,transcription factor CP2-like 1,4.129078286,3.618221423,2.660959061,2.252505995,2.934971188,2.149290729
14633,Gli2,GLI-Kruppel family member GLI2,2.161723049,1.495315275,3.296886018,3.679206412,4.096882506,3.821276292
16324,Inhbb,inhibin beta-B,3.808943473,3.992108745,2.677686148,3.118433377,2.098772087,2.961975155
64143,Ralb,v-ral simian leukemia viral oncogene B,4.879759445,5.342908687,5.373962241,5.221733646,5.194652335,4.895570075
226351,Tmem185b,transmembrane protein 185B,4.916818448,5.085914884,4.532365944,4.531327517,4.247561419,4.202492125
226352,Epb41l5,erythrocyte membrane protein band 4.1 like 5,3.617577947,3.805577309,3.370751256,2.872432168,2.635085425,2.761404836
19258,Ptpn4,"protein tyrosine phosphatase, non-receptor type 4",4.476899049,4.491679755,4.525452057,4.446516615,4.618058414,4.26246608
66343,Tmem177,transmembrane protein 177,0.264622957,-0.769656935,-0.4035537,-0.469960029,0.193768601,0.284754147
170706,Tmem37,transmembrane protein 37,0.66389314,0.751880186,2.78964108,2.555575063,1.576625695,2.088215153
13167,Dbi,diazepam binding inhibitor,5.762966337,5.937479508,6.713360759,6.890855709,7.612613341,7.317345744
73103,3110009E18Rik,RIKEN cDNA 3110009E18 gene,0.756011342,0.783941395,0.388641415,0.629575644,0.013196356,0.389723706
68428,Steap3,STEAP family member 3,3.367986795,3.221590591,2.963408148,2.595513808,1.834226215,1.814221535
72999,Insig2,insulin induced gene 2,4.999234411,5.084306528,4.617189151,4.832254558,5.233010233,5.19798229
70829,Ccdc93,coiled-coil domain containing 93,4.566549852,4.228888002,4.179941901,4.212934259,4.770456712,4.841079442
66942,Ddx18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,3.840847121,3.828815852,3.787716203,3.352041669,3.154338456,2.751590547
74117,Actr3,ARP3 actin-related protein 3,7.096595635,7.196685704,7.764782093,7.674989491,7.844257235,7.658973446
74150,Slc35f5,"solute carrier family 35, member F5",5.885294359,6.071780599,5.687526863,5.752248363,6.0493089,5.805354297
71111,Gpr39,G protein-coupled receptor 39,-3.521973405,-4.138890744,-3.43917761,-1.692352451,-3.156728646,-3.858203807
210356,Nckap5,NCK-associated protein 5,2.269840666,2.575354773,4.194544203,4.150626381,4.24415079,4.234553334
107895,Mgat5,mannoside acetylglucosaminyltransferase 5,3.367986795,3.408003716,3.607400757,3.837468496,3.552010396,3.693824804
667090,Gm8451,predicted gene 8451,4.975479291,5.179275432,5.125352991,5.081116477,4.500053718,4.503739967
72949,Ccnt2,cyclin T2,4.989779249,4.940594039,5.037366096,4.855056247,4.828544068,4.877634241
226407,Rab3gap1,RAB3 GTPase activating protein subunit 1,5.547879106,5.696633368,5.534089251,5.519049187,5.782850568,5.78625338
226409,Zranb3,"zinc finger, RAN-binding domain containing 3",3.186765636,3.284575377,2.99711751,3.069641938,2.624631068,3.020358065
226412,R3hdm1,R3H domain containing 1,5.807598721,5.767498828,5.772710684,5.740050254,5.883835065,5.899463991
67812,Ubxn4,UBX domain protein 4,6.597227122,6.92876769,7.280382339,7.467014359,7.426542205,7.147654623
226413,Lct,lactase,-1.451584077,-2.264421626,0.838807137,1.389441641,1.510027946,1.545518379
17219,Mcm6,minichromosome maintenance complex component 6,5.637393405,5.610978683,5.082030206,4.625964391,2.960135112,2.846852539
226414,Dars,aspartyl-tRNA synthetase,5.404619105,5.264121279,5.584853891,5.433491482,5.412367449,5.345552025
12767,Cxcr4,chemokine (C-X-C motif) receptor 4,4.660917488,4.343581116,3.344802804,2.981957536,3.132368057,3.797625024
100042740,Rpl31-ps9,"ribosomal protein L31, pseudogene 9",2.691373877,3.137233661,2.949700729,3.026465797,2.446155763,2.445576941
13137,Cd55b,"CD55 molecule, decay accelerating factor for complement B",0.495948503,0.504965445,-0.03318525,-1.692352451,-0.955094785,-1.195238794
13136,Cd55,"CD55 molecule, decay accelerating factor for complement",2.619622873,3.03436997,1.904230212,1.993213991,1.701252349,1.675774765
18640,Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",5.099345896,5.297820798,5.70904473,5.649277559,5.487848711,5.38576352
226418,Yod1,YOD1 deubiquitinase,4.536559565,5.398327656,5.431803514,5.604716657,4.396324607,3.947002648
212439,AA986860,expressed sequence AA986860,0.897565487,0.876059597,1.43856664,1.498789037,0.75016195,1.064628332
64435,Fcamr,"Fc receptor, IgA, IgM, high affinity",-4.258938999,-5.723853245,-2.953750783,-4.014280546,-5.478656741,-3.121238213
100502856,Gm15848,predicted gene 15848,-5.8439015,-5.723853245,-5.761105705,-5.599243046,-3.156728646,-3.858203807
18703,Pigr,polymeric immunoglobulin receptor,-0.799507381,-0.86587225,5.139006358,4.228893438,4.95701352,4.794043653
93672,Il24,interleukin 24,3.466711282,5.030199122,4.153279427,4.116718944,2.73566238,2.119076116
329244,Il19,interleukin 19,-0.115981045,0.542933296,0.121537344,0.331494291,0.403986309,-0.313883291
16153,Il10,interleukin 10,-0.88970519,-0.769656935,0.261262108,0.283400003,-0.834800551,-1.74272659
17164,Mapkapk2,MAP kinase-activated protein kinase 2,8.065522857,8.375247958,8.559060212,8.547246079,8.368106867,8.174874999
226419,Dyrk3,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3,4.043319116,3.828815852,3.474908487,3.19841848,2.005159037,2.236313792
16865,Eif2d,eukaryotic translation initiation factor 2D,4.954570301,4.711817016,4.889048509,4.927256193,5.059532191,5.144611209
54354,Rassf5,Ras association (RalGDS/AF-6) domain family member 5,4.395697029,4.34088952,4.400026178,4.427280396,4.533967798,4.132372939
56489,Ikbke,inhibitor of kappaB kinase epsilon,4.806252714,4.780965743,4.217604754,4.177189986,4.84439802,5.203392402
14270,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,5.106654397,5.201701195,4.92101106,4.811208305,4.864528975,5.037623893
108900,Fam72a,"family with sequence similarity 72, member A",1.001588551,0.783941395,-0.088680363,-0.10738995,-0.052391986,0.439476742
13034,Ctse,cathepsin E,-4.258938999,-2.553928244,-1.006218203,-1.351315533,-3.89369424,-3.121238213
226421,Rab7b,"RAB7B, member RAS oncogene family",2.69913032,2.620442663,2.644035758,2.372300508,1.887665474,2.421019837
320718,Slc26a9,"solute carrier family 26, member 9",3.186765636,2.747821969,1.336926378,1.14222394,-0.434262621,0.534113616
212933,Pm20d1,peptidase M20 domain containing 1,3.197757652,3.925402932,4.830416642,4.952465215,4.411607536,4.645621931
98396,Slc41a1,"solute carrier family 41, member 1",7.842927273,8.0409147,8.072871457,8.191207275,8.120209954,7.950894391
226422,Rab29,"RAB29, member RAS oncogene family",1.504826654,1.352962352,2.22188787,2.753903779,3.363693603,3.496412907
98415,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,5.837776155,5.852158629,5.855902523,5.709664758,5.598826616,5.449376509
212980,Slc45a3,"solute carrier family 45, member 3",3.17011897,3.23904276,3.503336895,3.328534916,2.802114029,2.25032065
13714,Elk4,"ELK4, member of ETS oncogene family",5.367378448,5.49954517,5.551210042,5.542225509,5.236447269,5.021379443
213006,Mfsd4a,major facilitator superfamily domain containing 4A,3.471248062,3.371543778,3.554043857,3.729431881,3.437222638,3.204292119
18557,Cdk18,cyclin-dependent kinase 18,3.996876424,3.953866397,5.195270452,5.299358341,4.654485472,4.491998742
213417,Klhdc8a,kelch domain containing 8A,-1.756438659,-1.200291289,0.347418752,-0.645046736,-1.571766145,-1.74272659
74137,Nuak2,"NUAK family, SNF1-like kinase, 2",4.215442961,4.722196162,5.854064109,5.68789214,4.247561419,3.934044223
68875,Tmcc2,transmembrane and coiled-coil domains 2,4.018735858,3.881626273,3.431187109,3.3922788,3.363693603,3.519729698
213452,Dstyk,dual serine/threonine and tyrosine protein kinase,5.310283709,5.304743532,5.16741267,5.182936148,5.470440415,5.417144747
213464,Rbbp5,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",3.974680678,3.679158778,3.323702683,3.268035693,3.742930381,3.729261201
74626,Tmem81,transmembrane protein 81,1.050916263,0.651186186,0.020254009,0.378036877,1.029137899,1.522617977
21367,Cntn2,contactin 2,6.255775055,6.631773149,3.654636063,4.566920036,2.635085425,2.493471631
269116,Nfasc,neurofascin,0.422885041,0.651186186,1.622598587,1.978185782,-0.620675746,-0.919604352
16980,Lrrn2,"leucine rich repeat protein 2, neuronal",4.218144638,3.397680272,2.383552538,2.753903779,4.474084506,4.400754744
17248,Mdm4,transformed mouse 3T3 cell double minute 4,5.030311435,5.025178137,4.832285418,4.925298669,5.473356424,5.474951543
240752,Pik3c2b,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,4.393308461,3.877917543,4.082815346,3.949578862,4.817112194,4.945927214
108954,Ppp1r15b,"protein phosphatase 1, regulatory (inhibitor) subunit 15b",7.341748278,7.337011531,7.454882236,7.37964613,7.718099052,7.071794256
240753,Plekha6,"pleckstrin homology domain containing, family A member 6",3.830290768,4.075428376,3.916613937,4.591816168,4.542323198,4.722996775
100502933,Gm19461,"predicted gene, 19461",-4.258938999,-5.723853245,-4.176143204,-5.599243046,-3.89369424,-5.443166308
214253,Etnk2,ethanolamine kinase 2,1.62370405,1.017613741,0.505680836,0.740606957,0.99707669,0.534113616
20668,Sox13,SRY (sex determining region Y)-box 13,5.23491645,4.829776049,4.442242298,3.926277763,3.394787372,3.768721987
20643,Snrpe,small nuclear ribonucleoprotein E,3.912654823,4.029363504,3.870071351,3.998809454,3.600828043,3.581973255
70579,Zc3h11a,zinc finger CCCH type containing 11A,7.899775869,8.075124747,8.117424238,8.137053174,8.246176823,8.080518155
667118,Zbed6,"zinc finger, BED type containing 6",6.588379397,6.501655475,6.852913909,6.954626197,6.820265,6.683215523
240754,Lax1,lymphocyte transmembrane adaptor 1,0.178466313,0.615996758,0.169631633,1.115002471,3.357393614,3.182542535
381290,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",5.557511379,5.470287994,5.943230266,6.210926891,8.361826163,8.078556805
269120,Optc,opticin,1.9569984,2.480717899,3.585408028,4.057181817,5.084539531,4.877634241
116847,Prelp,proline arginine-rich end leucine-rich repeat,8.51646552,8.797685854,6.627180715,7.252701152,8.070766968,8.259547503
100502984,NA,NA,-5.8439015,-5.723853245,-1.513178192,-0.741262051,-0.620675746,-0.799310118
14264,Fmod,fibromodulin,6.327588077,6.873035322,9.987585082,9.960940495,9.052176294,8.784374431
100502999,Gm19497,"predicted gene, 19497",-0.799507381,-1.816962649,-1.237543749,-0.741262051,-0.349373724,-0.488969997
12227,Btg2,"B cell translocation gene 2, anti-proliferative",10.56825482,10.03704859,9.311403773,9.487100543,9.897231165,10.37023913
667414,Gm8618,predicted gene 8618,-2.143461782,-2.023413527,-2.591180704,-2.429318045,-2.671301819,-1.983734689
71884,Chit1,chitinase 1 (chitotriosidase),-2.673976498,-4.138890744,-5.761105705,-2.791888124,-2.308731739,-3.121238213
12654,Chil1,chitinase-like 1,8.277712956,8.775556679,7.463649689,7.798297899,5.497907383,5.077452373
53311,Mybph,myosin binding protein H,5.022604712,5.599764518,5.192363257,5.494174518,3.388621999,3.068586346
11539,Adora1,adenosine A1 receptor,3.303303425,2.82689354,3.130677998,3.158980168,2.360547047,2.318384925
68507,Ppfia4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",1.001588551,2.050933814,1.889945986,1.519698026,1.091198868,0.823620233
57439,Tmem183a,transmembrane protein 183A,6.051295073,6.015505462,6.017382156,5.888094569,5.803852566,5.75466469
72017,Cyb5r1,cytochrome b5 reductase 1,4.505932592,4.187538743,4.174059345,4.024638444,4.015198709,3.69894075
72674,Adipor1,adiponectin receptor 1,6.1229644,6.320882381,6.230770394,6.242714353,6.486045117,6.458077725
240756,Klhl12,kelch-like 12,3.808943473,3.77798394,3.350029965,3.447880866,4.035070855,4.010104326
98710,Rabif,RAB interacting factor,4.012524029,4.104283239,3.54039049,3.660500217,3.312506148,4.893340252
75605,Kdm5b,lysine (K)-specific demethylase 5B,7.08072546,6.97723658,6.83158491,6.500433509,6.467152844,6.57259718
20980,Syt2,synaptotagmin II,-2.143461782,-2.553928244,-2.591180704,-1.206925623,-0.434262621,-0.016901553
329251,Ppp1r12b,"protein phosphatase 1, regulatory (inhibitor) subunit 12B",4.265929154,3.805577309,4.887251877,5.303885631,6.117066953,6.256839843
67196,Ube2t,ubiquitin-conjugating enzyme E2T,0.631831931,0.384671212,0.613933726,0.550504073,0.136053103,0.229259034
329252,Lgr6,leucine-rich repeat-containing G protein-coupled receptor 6,7.031271887,6.865563831,7.166116698,6.945962781,6.584401223,6.64595309
13924,Ptprv,"protein tyrosine phosphatase, receptor type, V",4.085356909,2.834567468,3.291462346,2.264943098,1.391707979,1.427198412
320139,Ptpn7,"protein tyrosine phosphatase, non-receptor type 7",-1.089013998,-4.138890744,-1.854215109,-2.139811428,-2.308731739,-1.195238794
68724,Arl8a,ADP-ribosylation factor-like 8A,5.197073099,5.142652967,5.209719196,5.174720322,5.814240015,5.738607131
171469,Gpr37l1,G protein-coupled receptor 37-like 1,-0.985920505,-1.079997055,-5.761105705,-3.277314951,-3.89369424,-3.858203807
13710,Elf3,E74-like factor 3,6.337561381,5.816759163,5.275754742,5.117576415,5.665364129,5.789854119
215615,Rnpep,arginyl aminopeptidase (aminopeptidase B),5.469548441,5.416337458,4.767348406,4.596744252,5.032107427,5.091136575
21854,Timm17a,translocase of inner mitochondrial membrane 17a,4.149036836,4.166411032,4.532365944,4.49219234,4.291181103,4.13991646
93689,Lmod1,leiomodin 1 (smooth muscle),6.838873679,6.663356336,7.381160934,7.74463664,8.672756263,8.737752937
77552,Shisa4,shisa family member 4,3.739181268,2.763986789,3.667254468,4.017305798,5.222649721,5.350437002
226432,Ipo9,importin 9,6.384015224,6.190158083,6.293159435,6.15773018,6.395171834,6.385366903
215690,Nav1,neuron navigator 1,5.113926061,4.919100978,4.655691823,4.604104957,5.103485241,4.928610337
13007,Csrp1,cysteine and glycine-rich protein 1,10.41346793,10.34725292,11.22978491,11.70186906,12.07604452,11.9593545
27280,Phlda3,"pleckstrin homology like domain, family A, member 3",6.070857339,6.282122111,6.840432971,6.880284623,6.541976021,6.425270448
16763,Lad1,ladinin,3.99056955,4.07866312,3.60302895,3.720429075,1.74051178,1.377012655
21956,Tnnt2,"troponin T2, cardiac",0.178466313,-0.36630124,-1.117249515,-1.07568109,-0.620675746,-1.050848885
18772,Pkp1,plakophilin 1,7.91775361,8.186321002,7.861060537,8.366090326,8.095818528,7.840934818
66241,Tmem9,transmembrane protein 9,4.726902938,4.972244926,4.798271386,4.78338098,4.599494067,4.717965575
16565,Kif21b,kinesin family member 21B,2.007847542,2.347609117,4.31169683,4.55684003,5.332717953,5.373017374
76422,Mroh3,maestro heat-like repeat family member 3,0.038741549,0.206884092,0.648285231,0.876490385,1.121256101,1.186190312
67313,5730559C18Rik,RIKEN cDNA 5730559C18 gene,5.680150419,6.112591666,5.911761571,6.401813228,5.956492598,5.810090272
67886,Camsap2,"calmodulin regulated spectrin-associated protein family, member 2",6.556711141,6.780717494,6.985618539,7.038061076,7.033342929,7.004691797
67997,Ddx59,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59,2.350855355,2.620442663,2.820094877,3.04821538,3.190228244,3.246831664
381293,Kif14,kinesin family member 14,1.93088556,1.941482672,2.013681355,2.008087267,0.543711072,0.171543536
226442,Zfp281,zinc finger protein 281,5.533851295,5.517534119,6.988973158,6.931407133,7.029385594,6.854036575
100503460,Gm19705,"predicted gene, 19705",-2.673976498,-1.636390404,-1.117249515,-0.844355544,-0.121104736,-0.398772188
100503474,Platr22,pluripotency associated transcript 22,-3.036546578,-3.40192515,-2.060665987,-0.955386856,-0.620675746,-1.050848885
667686,Mif-ps1,"macrophage migration inhibitory factor, pseudogene 1",1.355770845,1.58902971,1.846224609,1.456039389,1.06050207,1.522617977
19264,Ptprc,"protein tyrosine phosphatase, receptor type, C",-1.20004531,-0.769656935,-0.146395861,-0.241691042,-1.391193899,-3.121238213
59125,Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7,6.176731262,6.210943347,6.260915265,6.729151392,7.324061555,7.290908184
69549,2310009B15Rik,RIKEN cDNA 2310009B15 gene,-0.062541786,0.579927503,0.169631633,0.704537702,-0.193254522,0.48757103
329260,Dennd1b,DENN/MADD domain containing 1B,4.210024382,4.319174038,3.848073033,3.882556385,4.261123869,4.062645246
226470,Zbtb41,zinc finger and BTB domain containing 41,5.075706739,5.130235935,5.229707374,5.318874805,5.219179617,5.140856632
12316,Aspm,abnormal spindle microtubule assembly,3.118994505,3.42335168,2.956570718,2.461452885,1.315759126,1.298300679
12628,Cfh,complement component factor h,1.355770845,2.25914033,-0.146395861,1.168941279,0.193768601,-0.585185313
214498,Cdc73,"cell division cycle 73, Paf1/RNA polymerase II complex component",5.293730098,5.358961093,5.539818786,5.391570033,5.270374641,5.266779072
26878,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-2.143461782,-3.40192515,-2.060665987,-4.014280546,-3.89369424,-3.121238213
69367,Glrx2,glutaredoxin 2 (thioltransferase),3.262007009,3.22743147,3.744705849,3.874462703,4.066307692,3.89890836
20822,Trove2,"TROVE domain family, member 2",4.499284216,4.491679755,4.268181522,4.478907761,5.176873982,5.05368747
56207,Uchl5,ubiquitin carboxyl-terminal esterase L5,4.47915326,4.126333593,4.287381169,4.281870914,4.320624881,4.16601243
19735,Rgs2,regulator of G-protein signaling 2,6.989186239,6.949234948,7.680930639,7.765028428,7.788568865,7.853893244
50778,Rgs1,regulator of G-protein signaling 1,-0.799507381,-1.200291289,1.25012155,1.14222394,-0.620675746,-1.355703467
215378,Brinp3,bone morphogenetic protein/retinoic acid inducible neural specific 3,3.208666551,3.344925033,3.087517235,4.388020966,2.228702391,2.874246306
100043240,Gm15583,predicted gene 15583,-0.714618483,-0.169264393,-1.117249515,-1.351315533,-1.086339318,-2.635811386
18783,Pla2g4a,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",4.168723039,4.19649961,3.247322917,3.280340203,4.070165168,3.858329887
19225,Ptgs2,prostaglandin-endoperoxide synthase 2,5.732110374,5.988243806,5.459877146,5.583771955,6.05418617,6.64130993
100043257,Rbm3-ps,"RNA binding motif (RNP1, RRM) protein 3",7.048072019,7.136263782,7.031481264,6.853770308,6.29242,6.382984907
226499,BC003331,cDNA sequence BC003331,4.682597739,4.860169695,4.860030408,5.020059909,5.523455036,5.526220214
108989,Tpr,"translocated promoter region, nuclear basket protein",7.258238254,7.14516217,7.068815189,7.029885858,7.302088057,7.224167034
96875,Prg4,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)",-1.937010904,-1.636390404,-1.673642864,-0.955386856,-1.086339318,-0.488969997
545370,Hmcn1,hemicentin 1,6.887205354,7.201144778,5.725226548,5.926767061,7.443741832,7.34126406
117198,Ivns1abp,influenza virus NS1A binding protein,8.181670668,8.221316219,8.112049993,7.677026785,6.756459974,6.697982891
66875,Swt1,SWT1 RNA endoribonuclease homolog (S. cerevisiae),4.218144638,4.190531887,3.411321804,3.340336168,3.920086951,4.105655601
98685,Trmt1l,tRNA methyltransferase 1 like,3.095677714,3.143425495,2.758530548,2.450605503,3.190228244,3.667969362
19821,Rnf2,ring finger protein 2,6.067115908,6.099912035,5.800659559,5.867852988,6.057104637,5.926976172
100503012,Gm19503,"cytochrome c oxidase subunit 7B, mitochondrial-like",3.203222412,3.23904276,3.833218899,4.013625451,3.53536373,3.321705283
63913,Fam129a,"family with sequence similarity 129, member A",8.255364113,8.235152507,9.278027547,9.665969079,10.21115018,10.01039371
66967,Edem3,"ER degradation enhancer, mannosidase alpha-like 3",6.341903115,6.238681318,6.454123921,6.285309088,6.652878728,6.426813025
69399,1700025G04Rik,RIKEN cDNA 1700025G04 gene,7.04427095,6.965926384,7.735373622,7.916087202,8.023802162,7.894037442
66637,Tsen15,tRNA splicing endonuclease subunit 15,3.107383215,2.86486139,3.130677998,3.304638799,3.413126963,3.386556427
